epoch,train_loss,nMSE_data,nMSE_bc_kin,nMSE_bc_dyn,nMSE_reg,SSP,epoch,val_loss,val_nMSE_data,val_nMSE_bc_kin,val_nMSE_bc_dyn,val_nMSE_reg,val_SSP
0,0.9089876831432425,0.4280099744598071,0.002238701380865261,0.32053051791837994,0.6328339575367611,0.7280522365752743,0,0.16381378322048992,0.053351053089465736,0.0008537605677221744,0.09274550232122529,0.06745386896830685,0.2573017382396842
1,0.11814026460956377,0.03172209213883579,0.0009856034900793014,0.07641573736405863,0.036067326466360176,0.2067588547959712,1,0.09842757843346951,0.027014738511083262,0.0011465877672341073,0.0640680066678884,0.02479298194905497,0.18808712852451037
2,0.0931958915207073,0.02573616632317762,0.0013149997366939511,0.06107950603698291,0.0202608776954113,0.18172623078216685,2,0.08970231050845096,0.024919257903436444,0.0013945251988809345,0.058416871178262636,0.019886624911483727,0.17969440204917259
3,0.09106872815539102,0.023974793490852225,0.0015290225731866584,0.06137551510880156,0.016757587930202295,0.175789543920407,3,0.0932832228235092,0.02288597393429504,0.0017162721872083701,0.06494616435946159,0.014939249370176837,0.1737726943672828
4,0.09454330974251125,0.023003521020778735,0.0016320674048624874,0.06598129128157433,0.015705720141182815,0.17305724645301251,4,0.10114842725100592,0.021544628548172285,0.0016779533064625455,0.07424480622669435,0.01472415667870697,0.1715851071870552
5,0.2909626020959065,0.028779905636634497,0.0016107652588316355,0.25362097687348373,0.027803817307826655,0.1820273728685168,5,0.11550897724249945,0.03353893057495918,0.0012623237792999957,0.06734519423741214,0.05345011460331251,0.2032752087656057
6,0.14398969740402337,0.02365822763157211,0.0015847388188550352,0.11308002930964339,0.022666806575811306,0.17481052498870175,6,0.07755159220948182,0.01992910738401818,0.0016899022146321411,0.05228836820372995,0.014576857628406218,0.16695550674537443
7,0.0717445569507201,0.018663587331136256,0.001756471820840668,0.0482549563132662,0.012278165941907896,0.1622972631765203,7,0.06814633550798907,0.017675645210130035,0.0017740513255187081,0.045829078920607294,0.011470240206932122,0.1592918429172264
8,0.06049779712886066,0.01707158288307853,0.0017793416659867077,0.03913793352389882,0.010035756223586404,0.1531092329377435,8,0.05648950312312973,0.01681029671838261,0.001754856415813402,0.03561275016586735,0.00924639929226547,0.1486150768567931
9,0.04851024898393924,0.015666528954354556,0.0017370867949732436,0.029143947757792322,0.00785074190727646,0.14194531847044567,9,0.04527051750798974,0.014636369545083001,0.0017337671322923786,0.02721955599087589,0.006723299358953845,0.13768864718248258
10,0.04249438607905613,0.014059194788854645,0.0017496973533980772,0.025036108404939396,0.006597542127456051,0.1346005012073788,10,0.03784825666895453,0.013420200221381098,0.001715699533650757,0.02129910907374238,0.005652991360721161,0.13042704114374123
11,0.03634454478825314,0.01253043734843697,0.0017484928708226312,0.020690223361007974,0.0055015648319422725,0.12714804627742812,11,0.043071340686061756,0.011868397757973312,0.0017406348784823182,0.028078617984956165,0.005534760258599835,0.12679877230581246
12,0.03220079042161646,0.011422433346027352,0.0017678878412804144,0.017773443700577974,0.004948102134922858,0.12307015995937878,12,0.03039194730808958,0.010998494782537784,0.0017699719349554969,0.01659559873196314,0.004111527434532654,0.11976512001370485
13,0.032052382244728506,0.010702001725398534,0.0017840031237969702,0.018443964286391015,0.004489652436567944,0.11850096504270183,13,0.038554260604970934,0.010948329443498602,0.0017807580056196115,0.02476842518684999,0.004226991876010906,0.12030564895216024
14,0.030440092100240446,0.010610261089705508,0.0017903899280339668,0.01698290679374295,0.004226137155032088,0.11749154474074242,14,0.04658775432870003,0.010043020658897903,0.0017795891013383022,0.033781659209503316,0.003933941435842019,0.11569106213326724
15,0.02876256083052401,0.009988964280763886,0.0018063325052481369,0.015979015567056,0.003952993909823951,0.11452408537480503,15,0.04455290378273447,0.010530356247470065,0.0018076002202436047,0.03124824342019153,0.0038668155793170882,0.1132419874083321
16,0.030242679530580338,0.010265341112434299,0.0018340398691370965,0.017185535627648258,0.003831051685442739,0.11320423239497777,16,0.02781763959913251,0.009937888942658901,0.0017494310532643828,0.015250029112651662,0.0035211619622302504,0.11160722009415897
17,0.026779640371444834,0.009682711091710587,0.0018086454339654996,0.014405750270821095,0.0035301342997905954,0.11038134914438871,17,0.026933559029855118,0.009853628446471016,0.001819476770799396,0.014503432718931505,0.0030280843746127947,0.10848847889112977
18,0.024940058096469417,0.009457023809906713,0.0018360229662588634,0.0128329467663974,0.0032562582156257514,0.10799830306856929,18,0.024353796125275416,0.009365556673761809,0.0018169089453294873,0.012413647588131562,0.0030307316722102324,0.1071423756064109
19,0.024902721603743447,0.009344938648849914,0.0018515766160669303,0.012920570409728735,0.003142543716391469,0.1063584240527138,19,0.02453215049364481,0.009434548162697058,0.0018456099238598122,0.012505356854987595,0.002986542208401381,0.1068176951891971
20,0.022634579858231016,0.009223283480008325,0.001866600542413115,0.010812789754203475,0.0029276243264243994,0.10488966985430574,20,0.022843409347224914,0.009108966357021962,0.0018343818198256897,0.011172606170458614,0.002909819999674581,0.10375136558739644
21,0.021496637155780773,0.009010473638478707,0.0018729987357651865,0.009918375248251274,0.0027791581331424145,0.10288498149287267,21,0.02230123525764354,0.008989067062876135,0.0018963412610146235,0.01088702170846035,0.002115220901169726,0.10154876815822889
22,0.02090766893181244,0.008899196582930207,0.0018871215609451064,0.009463393375848377,0.0026318296483549995,0.10127337539412587,22,0.021983061429499736,0.008791090191324364,0.0018839487632437838,0.010664407831599127,0.0025744585733298423,0.10034222141751703
23,0.020733927922230656,0.008799849565054097,0.0018989683991801258,0.009391935743791702,0.0025726968568189168,0.09981842397890196,23,0.021655056202775396,0.008880656230140407,0.0018629824955736832,0.010274853979079228,0.002546253991928303,0.09941098332967398
24,0.021864880048791255,0.008761977303131685,0.001898232916970318,0.01055930325199407,0.002581466306780728,0.09929729951030647,24,0.022366193963328975,0.008631512891712054,0.0019238647809340004,0.011278561474579686,0.0021290192644129384,0.09871673232541894
25,0.02019410817705839,0.008598734385600257,0.001922515492208043,0.009072432958772539,0.002401701361910199,0.09819214103675755,25,0.022359881495160737,0.008709980666918575,0.00187735073048762,0.011128534404736644,0.0025760627720715864,0.09805282303747141
26,0.019879018128051394,0.008576045724994387,0.001913148137015448,0.008782450736487082,0.0024294941182179145,0.09757335601730557,26,0.0205075053085204,0.008586053754080017,0.0019162382089251758,0.009474251252370622,0.00212384837257834,0.09702123237668343
27,0.01915209221207002,0.00850852732627548,0.0019314570141305903,0.008134422473621217,0.002310741592170932,0.09670093769757857,27,0.020297586571926006,0.00859945086446011,0.0018771848090010572,0.009228656560463726,0.002369177352004456,0.0966629461859757
28,0.01898104806598364,0.008477346653098131,0.0019254063066289323,0.008001520348445028,0.0023070990312461983,0.09620790541360352,28,0.020205014857533826,0.008524871571868096,0.0019324790150419158,0.009230918690281094,0.002066982321370885,0.09572626397294819
29,0.018840412468357767,0.008437719253461226,0.0019338509067157387,0.007900412660827758,0.002273718589412175,0.09556613860160441,29,0.020027672099872086,0.008496295309291696,0.0019285373306253328,0.009108704646592433,0.0019765392534505082,0.09518729937526416
30,0.018734549584457912,0.008405034490647662,0.0019458740038170493,0.00783192274994901,0.0022068733601767632,0.09495778238227205,30,0.019816342767060048,0.00846330779341032,0.001929414936314987,0.008903061233039172,0.002082235217182282,0.09478359177427471
31,0.01853064120519836,0.008367072228830761,0.0019462200118549532,0.007670980080738546,0.0021854755350963857,0.09445627781122594,31,0.01972467372114858,0.008474524730359609,0.0019210071757629092,0.00878447027138944,0.0021786861745464914,0.09445243370982837
32,0.01845733444807804,0.008343930497447744,0.0019497113345752913,0.007617328703656534,0.002185455649593877,0.09405904291506627,32,0.0196391802944489,0.008402769822838172,0.0019233336700741554,0.00879957826526941,0.002053994145068639,0.09403292342739285
33,0.018336478375339083,0.00830964480804818,0.0019545671561792474,0.007538286737338485,0.0021359186950926836,0.09358190646245017,33,0.019434795750059047,0.008351356564265376,0.0019303782236815062,0.00864509657411924,0.0020318575519716964,0.09332769321945478
34,0.018155910526624828,0.008261402734918712,0.0019644111303662613,0.00740650589143825,0.0020943630796064158,0.09294450206543785,34,0.020694719227733756,0.008331189898528019,0.0019408939922456892,0.009898458097903233,0.002096708956227269,0.0930830716805638
35,0.018884163352809433,0.008266426019641272,0.0019602863350515307,0.008123373333217597,0.0021363106595961405,0.09294032470262822,35,0.021055573655208926,0.008270569022674605,0.001966979064679933,0.010358790621020884,0.001836939787334007,0.09260363595665626
36,0.018510983000822677,0.008249464074788266,0.0019645528171463806,0.007770935594329337,0.0021041220582347702,0.09260208070231087,36,0.019257302159874017,0.008234560076709627,0.0019451427374491995,0.00855229657916528,0.0021012110661996425,0.09235959584420582
37,0.018896427267516724,0.008212362324868992,0.00196752428609766,0.008196037144975452,0.002082014046298485,0.09201617304700623,37,0.022560909003313666,0.008212873931833595,0.0019775922003834735,0.011852461036364987,0.002071927338926438,0.09247074093458788
38,0.061697300351379325,0.009611521295814718,0.001839525989914463,0.0491966777679762,0.004198301190695774,0.09639159664158573,38,0.047956552825437614,0.01219362034550253,0.0013934650825213571,0.03092815818370513,0.013765236854834377,0.11177888611015284
39,0.04547876390968934,0.010155759358963977,0.0017745873155083367,0.032193002034284726,0.00542166080372923,0.10171972487068855,39,0.020920902105127374,0.008837887217765147,0.0019043975834787455,0.009609599176021118,0.002276072511449456,0.09597857661967008
40,0.0187329445655653,0.00838150377098418,0.0019455164252364006,0.007826784343162984,0.002316560104726939,0.09468542677342986,40,0.0196243558180044,0.008397693772150099,0.001937112575484756,0.008753355733066235,0.002144774949213244,0.09383773072710577
41,0.018127979369176404,0.008245719740193743,0.0019648916472049687,0.007379170223970502,0.002152791031228752,0.09318564793368651,41,0.019404161690716754,0.00836142172755779,0.0019132171423648888,0.008544534497525333,0.0023399532930749767,0.09323069368893246
42,0.01788383486973472,0.008184766800011881,0.001963792710475282,0.007201900774109844,0.002133498340550851,0.09252559571375403,42,0.01920051936319379,0.008332562826152117,0.001982874735609962,0.008434403353845174,0.001802713790346148,0.09200959919758563
43,0.01774659866941515,0.008152095676733749,0.0019781523108793903,0.0071036074410588445,0.002050972962972677,0.09182461192257596,43,0.024170617345623886,0.008290234013056418,0.0019621521636474667,0.013483780137491677,0.00173780412571329,0.09148026426445763
44,0.02195564710392946,0.008233296109648866,0.0019779630677736297,0.011214133157831797,0.0021210190747006784,0.09157177205616829,44,0.020380657672539423,0.008295273900313198,0.0018958324305098152,0.009648750044124306,0.0021632051903684186,0.0915759006198847
45,0.021254719061561598,0.008240688494355145,0.0019511098511469968,0.010518625605922033,0.0021771804405496995,0.09161168150898027,45,0.030208013968801406,0.008177587393460408,0.0019517459880279483,0.019577817815654684,0.0020034510866334698,0.09132146005922893
46,0.02271605981027806,0.008233097915230157,0.001970139720488566,0.011965323426417923,0.002189994992565659,0.09125983696224942,46,0.025417421567187872,0.008465983781893298,0.0019868013409475955,0.01444649524143282,0.002072564811656638,0.09136739316976296
47,0.022193050389652587,0.00829722082145265,0.001968086287592601,0.01138265102389629,0.0021803690268441824,0.09117393991299338,47,0.019262027042096407,0.008170250935023124,0.001974319172627732,0.008658728650156057,0.0018349131371579923,0.09092167202594145
48,0.017756539886879134,0.008086904066822258,0.0019830097475620266,0.007188394811375164,0.001992925044478728,0.09053350456565101,48,0.01891265960216944,0.00812396531889461,0.0019985912554405347,0.00836956036224399,0.0016821706623612147,0.09011908747115226
49,0.017323143716839837,0.00803306788437092,0.001997815805897823,0.006808392450472378,0.0019354703043948705,0.08989996104067159,49,0.01897237223862969,0.008033267731936473,0.001979191424017596,0.008496192160923526,0.0018548836870083832,0.09001370617803538
50,0.01713933445129611,0.00798696193455661,0.001989562578622905,0.006677513190296495,0.0019411869912804068,0.08980396786619325,50,0.01859156769933179,0.008024164387639964,0.0019873041617859788,0.008124225368758417,0.001823495124589722,0.08976157009601593
51,0.01704147170532471,0.007961614101560195,0.0020005958622665767,0.006603729527143505,0.0019021288574177413,0.08947713846137738,51,0.018560937522330657,0.008028284453277319,0.001994770406833235,0.008098652533624531,0.0017569205143822815,0.08948623712332744
52,0.017004522355153824,0.007950141213798974,0.0020066837675440587,0.006576039020625336,0.001886633412741819,0.08922704829470994,52,0.018504790310475555,0.008015417871680463,0.0019865601756258533,0.00804678442062072,0.0018241113701940707,0.0894414133058404
53,0.01696104494566689,0.007934187611382554,0.002007980137624988,0.006550652868780904,0.00187289731151378,0.08906092675988331,53,0.018453459558516457,0.008009581888129688,0.0019770234159879247,0.007996232327917274,0.0018824877059262879,0.0893658476899255
54,0.01691579162551452,0.007920586165646901,0.0020028579131204276,0.0065195569474291275,0.001891162397272261,0.08901379881264851,54,0.01842280205960807,0.00799944770153401,0.0019888770019740993,0.007980437176126355,0.0018161607198944351,0.08910350571825819
55,0.016879012646977443,0.007910839187814067,0.0020109490460368967,0.0064921254295073035,0.0018603959344766995,0.08879247513757121,55,0.018376543462816804,0.007978618241635696,0.001967479955879444,0.00793403143695784,0.001985655313375283,0.0891350454316949
56,0.016842968404001627,0.007885383196339883,0.002005247479395891,0.006481148460718081,0.0018847570701910953,0.08872089549122264,56,0.01838092202043934,0.0079930608758246,0.002015193310381739,0.007956595142494957,0.0016642907669521727,0.08863635304963814
57,0.016809667847568013,0.007883441958158596,0.0020114129753474375,0.006447155194836676,0.0018706308769012138,0.08852097669860574,57,0.018347145689163742,0.007937770758597355,0.002021802481668035,0.007982506689105957,0.001620263039169587,0.08858972394241477
58,0.016768003506791935,0.007871767330184978,0.002018984673672766,0.006420930466463122,0.0018252841458842746,0.08831146949134167,58,0.018274330437394248,0.007948804576441927,0.002003885996703691,0.007876720121306068,0.001779678971770237,0.08839674856302873
59,0.016721210188589283,0.007854975957135076,0.0020188391747506334,0.006390541364507982,0.0018274147687823766,0.08818199265436351,59,0.018230605257108352,0.007930555433597206,0.002006627597301355,0.007850458678560998,0.0017718541905951668,0.0882363424829717
60,0.01668619562406093,0.007845066715838126,0.002022700231981362,0.0063631589102189495,0.0018210790640899638,0.08796145118431646,60,0.018205263858379905,0.007896104792378983,0.0019976040183671945,0.007848616707015713,0.0018517533624720461,0.08826386436538876
61,0.016658460657544415,0.00782851811489576,0.002016771090213992,0.006353338139417094,0.0018393332520702816,0.08798438029313728,61,0.018167485121663943,0.007914488766131536,0.002013860747024839,0.007809397588782715,0.0017189520788994039,0.08793764364606929
62,0.016618159201436073,0.00781772174286887,0.0020253662526457444,0.006322087385687288,0.0018119352809366834,0.08771092744800152,62,0.018162857389674995,0.007904404721591832,0.0020187369774025427,0.007809627915398692,0.0017203511011277168,0.08785816745937995
63,0.01684669970927069,0.007819393993242045,0.0020292157720697905,0.006548002126845891,0.0018003512684518462,0.08756497365791839,63,0.018382933869395615,0.007847419939935207,0.0020180190188529073,0.008100913679402954,0.0016663249248181874,0.08778616167464347
64,0.01662038693321857,0.0078029037448820344,0.0020251980394943017,0.006340771592788598,0.0018060542242145415,0.08761824412038918,64,0.01809146193367921,0.007860498010831059,0.002023703748149411,0.0077745255065273565,0.0017309386726855388,0.08751461809536196
65,0.016521276248009115,0.0077820503481003155,0.002033080452520512,0.006258423319513105,0.0017908885115007229,0.0873001995621511,65,0.018049784794335586,0.007861154804111651,0.002019267601734203,0.007742789802405069,0.0017062903443386531,0.08746518025983055
66,0.016491987301558285,0.007772434064397503,0.002029501897758123,0.006241766933063384,0.0017931376253571038,0.0872892199251889,66,0.01803779169941268,0.007858144567471068,0.002023761485756006,0.0077178746830882895,0.0017520438523892805,0.08731339168998431
67,0.01649080061115901,0.0077641815573159505,0.002037067122527179,0.006246848604575647,0.001770813306960929,0.08705683187897925,67,0.018007882514349094,0.007836009735979562,0.0019991853338103952,0.0077122890847330944,0.0018415934393041819,0.08737486516529659
68,0.016500930831737093,0.007752158170003932,0.0020357416025922,0.006268275649350072,0.0017790216391635426,0.08693160053113061,68,0.01834561914328556,0.007853469547798048,0.002025841713338247,0.008038021624088287,0.0017131450322439086,0.08706043562236822
69,0.01723221477977126,0.007775194840696986,0.002040419112567276,0.006971235211208863,0.0017814624611925374,0.08679634816414937,69,0.018949596126748354,0.007861714186322576,0.0019841544453124953,0.00867701316568649,0.0017068573177071674,0.08687392158328362
70,0.022553730589168635,0.007980336465300495,0.0020190082791551587,0.012061575446778093,0.001971241591739546,0.08770311774471172,70,0.02036608163353038,0.007806950231205742,0.002012237227732702,0.010137161732001125,0.0016389297703632488,0.08740809981553059
71,0.020524293749667133,0.007879279689248328,0.00201706934902717,0.01015314322456388,0.0018992059473110154,0.08736592920800144,71,0.03167339171313698,0.00814625443363527,0.002017824247233429,0.02099471078869307,0.002058408974300859,0.0878945195449973
72,0.017655161449212215,0.007796376096128852,0.002026123361806216,0.007372036515948426,0.0018425019013148837,0.08725402282924637,72,0.01814181708021283,0.007796698232304375,0.002029358341253169,0.007892574587801718,0.0016927436754142619,0.08702118666666858
73,0.016382603774599047,0.00772949334419381,0.002040191780478586,0.006171845237313994,0.0017642936504506292,0.08676540038267394,73,0.01797346217131664,0.00779238505780978,0.002020819699128141,0.007720120093029625,0.0017605492853963712,0.08689520437762423
74,0.016311939099851753,0.007715748515609787,0.002043199140613819,0.006117391924551831,0.001742398076305257,0.0865294311848862,74,0.017977860520642142,0.007779892252863578,0.0020417937863934435,0.007749719703394287,0.0016258191119633474,0.08676809241186897
75,0.01622473509070403,0.007695471480235716,0.0020428636967606173,0.00605446773862222,0.00172772870034191,0.08647021876080153,75,0.017859718468554213,0.007768631385604166,0.0020276440410734206,0.007630098057594502,0.0017333799371284978,0.08661997824344995
76,0.016180220870635847,0.007680074232343531,0.0020459472162407746,0.006020849371273041,0.00173340020311399,0.08632675019250285,76,0.017869459856125827,0.007753508560851497,0.00204790729528539,0.007676112377699816,0.0015677264891564846,0.08647132678976599
77,0.016165702703528805,0.007679685068244665,0.002052377210746079,0.006007079879560553,0.0017062421799100358,0.08618677243896382,77,0.017827809821783547,0.0077626206912100315,0.0020356784983239363,0.007607261694194573,0.0016889957522200245,0.08646935646264058
78,0.016143246167097544,0.007671016353766594,0.0020509129052644812,0.005993856281177457,0.0017098425075560396,0.08612194529618321,78,0.017812661792564573,0.007757072547837248,0.002036551619827185,0.00760072288718426,0.0016732589508635255,0.08633639649400171
79,0.01612859189795039,0.00766238678794054,0.0020522805852933213,0.0059866027613751606,0.0017092870533654664,0.08605180022793735,79,0.017801761430059997,0.0077480143375413596,0.002034851559657463,0.007587677948528303,0.0017248703373314918,0.08630148883698122
80,0.016122067068130776,0.00766384126662643,0.0020548160606112453,0.005979313749796453,0.0016963839643865848,0.08597977533583392,80,0.017775681607846944,0.007723712678647267,0.0020300850518188388,0.0075837936392932565,0.0017523609523503285,0.08625311629389817
81,0.016094682548389333,0.007645414025474216,0.0020574647330018395,0.005966190621698213,0.001702452672860257,0.08582841091764293,81,0.017782176553188242,0.007722833176266472,0.002054822887074343,0.007618001108672822,0.0015460775246984274,0.08605958746289308
82,0.01607833950840494,0.007646867687597659,0.002055603012922227,0.005951940850023692,0.0016957118314454378,0.08584471638969148,82,0.017775929961265678,0.007706251417128545,0.0020570076918580904,0.007631061018778468,0.001526439334002306,0.08596131486712762
83,0.01609029212079906,0.007644662330453807,0.0020571293646438815,0.005965420871452204,0.001692318216996675,0.08578281290534925,83,0.01777490947114409,0.007693603177959064,0.0020395912107009934,0.00761977964485029,0.0016877417505349753,0.08597716464186614
84,0.0160595362075041,0.007630812857553104,0.0020581013326258007,0.005946789927027331,0.0016953283611914557,0.08568095305778592,84,0.01772383130803476,0.0077276343813622896,0.0020394322367929766,0.0075335482943732785,0.0016928655820248543,0.08598702921057647
85,0.016029227315395352,0.007627374382239383,0.00205884348913015,0.005922856610444909,0.001680611334323639,0.08564503046008648,85,0.017699695117046776,0.007713732766514679,0.002045127217227347,0.007514591337585787,0.0017049751828758504,0.0859336110780824
86,0.016018218317116563,0.00762190415610752,0.0020604084729912912,0.005912152189602502,0.0016950139936609974,0.08556981026937988,86,0.017702421164118142,0.0077191638883273555,0.0020488158048499587,0.007530496315152015,0.0016157806231552419,0.08579414914239128
87,0.016008576614010984,0.007620417955441851,0.002059840580568418,0.0059083325955369415,0.001679941929855103,0.08555856441246201,87,0.01767790235715198,0.007696968907455228,0.002048365253392818,0.007512508381931287,0.0016802392574905786,0.0858262856051607
88,0.015990432388678682,0.007614049554389046,0.002060763074429397,0.005895691905406084,0.0016797114178166087,0.08549657431070651,88,0.017653804057154734,0.007700643888762537,0.002041017820065806,0.007472854371200192,0.0017571519085047942,0.08575935549331161
89,0.01597582762133099,0.00760775182902295,0.0020607995240114877,0.005885108992733991,0.0016886691022502467,0.08544881349962093,89,0.01765767734921713,0.00767258776984406,0.0020476727689317654,0.007526828468127071,0.0016423533692569384,0.08555974544219251
90,0.015959675590010023,0.007604951239051224,0.002065154623270026,0.005872534211330693,0.0016681420654323287,0.08533769297467965,90,0.01766847981632037,0.007672167093194318,0.0020512598050529806,0.007526490960340455,0.0016742478309304646,0.08564755404895207
91,0.01598071470178221,0.007602735065029695,0.002068855216002789,0.0058924489556024615,0.0016667018605890504,0.0852254401733525,91,0.017628798344203285,0.007678400136460111,0.0020406159170340958,0.007485682039328341,0.001696401005522963,0.08548348382958826
92,0.016088450498690263,0.007596417500874348,0.002065365475280237,0.006009359729268822,0.0016692311730674258,0.08523573755841309,92,0.01916576619260013,0.007713088994178007,0.0020838391347700416,0.00898632547765408,0.0015300503439920129,0.08547746193296504
93,0.01665457810836551,0.0076139563309119964,0.002069888929990937,0.006554030960405136,0.0016668075482297753,0.08514035253021954,93,0.0176474026872179,0.007675566930183262,0.002079185234593614,0.0075310492747516005,0.0014464049907576926,0.08524166820746548
94,0.015910565418722388,0.00758965838498967,0.0020720359627596995,0.005837493541902063,0.0016455101162838157,0.08509115933618651,94,0.017575109258891556,0.007666881881513685,0.0020469434730673456,0.007432494936335199,0.0017151558719013097,0.08541591999665746
95,0.015905908188002117,0.0075782948904810545,0.002068800720758442,0.005844664141626979,0.0016565937405425648,0.08508832984578929,95,0.01759526449945351,0.007653677502190167,0.002056097665599565,0.007482719607651234,0.0016110788960501832,0.08521195219935111
96,0.016071616448045452,0.007576674861483288,0.0020705072575588645,0.0060117098313019176,0.0016508979908055308,0.08502591725020989,96,0.01756530888279777,0.0076583212522684406,0.002059180632163331,0.00743917962711937,0.001634509484986511,0.08521168552479653
97,0.015990891444436717,0.007571302591212459,0.002071990856948996,0.005932332037125624,0.0016610638365985556,0.08496832922924939,97,0.018564158942405453,0.007620894754270338,0.0020422022987403115,0.008496891004296969,0.0016166835403913316,0.08502972941353636
98,0.016136815704228688,0.007575182459724693,0.0020685538783445836,0.006075650008504189,0.0016697174306208858,0.08495337182970786,98,0.018045731889905478,0.0076798104048478154,0.0020728946492111064,0.007889331362368364,0.001614781893912773,0.08505716470052611
99,0.015898544973242102,0.007561621601556503,0.0020736920026441417,0.005850446943817499,0.001651137700895845,0.08483194298512563,99,0.017615242564681704,0.007638725127040778,0.0020816272634239692,0.007521566442864121,0.0014932949254113548,0.08493783465533886
